X_ext,Y_ext,X_int,Y_int,X_central,Y_central
91.0,46.0,80.0,46.0,86.0,47.0
91.0,46.0,80.0,46.0,86.0,47.0
91.0,46.0,80.0,46.0,86.0,47.0
91.0,46.0,80.0,44.0,86.0,47.0
91.0,46.0,80.0,44.0,86.0,47.0
91.0,44.0,80.0,44.0,86.0,48.0
91.0,44.0,80.0,44.0,86.0,48.0
91.0,44.0,80.0,44.0,86.0,48.0
91.0,44.0,80.0,44.0,86.0,48.0
91.0,44.0,80.0,44.0,86.0,48.0
91.0,44.0,79.0,43.0,86.0,48.0
91.0,44.0,79.0,43.0,86.0,48.0
90.0,42.0,79.0,43.0,87.0,50.0
90.0,42.0,79.0,43.0,87.0,50.0
90.0,42.0,79.0,43.0,87.0,50.0
90.0,42.0,79.0,43.0,87.0,50.0
90.0,42.0,79.0,43.0,87.0,50.0
90.0,42.0,79.0,42.0,87.0,50.0
90.0,41.0,79.0,42.0,87.0,51.0
90.0,41.0,79.0,42.0,87.0,51.0
90.0,41.0,79.0,42.0,87.0,51.0
90.0,41.0,79.0,42.0,87.0,51.0
90.0,41.0,79.0,42.0,87.0,51.0
90.0,41.0,79.0,42.0,87.0,51.0
89.0,39.0,78.0,40.0,87.0,51.0
89.0,39.0,78.0,40.0,87.0,53.0
89.0,39.0,78.0,40.0,87.0,53.0
89.0,39.0,78.0,40.0,87.0,53.0
89.0,39.0,78.0,40.0,87.0,53.0
89.0,39.0,78.0,40.0,87.0,53.0
89.0,39.0,78.0,40.0,87.0,53.0
89.0,38.0,78.0,39.0,87.0,54.0
89.0,38.0,78.0,39.0,87.0,54.0
89.0,38.0,78.0,39.0,87.0,54.0
89.0,38.0,78.0,39.0,87.0,54.0
89.0,38.0,78.0,39.0,87.0,54.0
89.0,38.0,78.0,39.0,87.0,54.0
88.0,36.0,78.0,39.0,87.0,54.0
88.0,36.0,77.0,38.0,87.0,56.0
88.0,36.0,77.0,38.0,87.0,56.0
88.0,36.0,77.0,38.0,87.0,56.0
88.0,36.0,77.0,38.0,87.0,56.0
88.0,36.0,77.0,38.0,87.0,56.0
87.0,35.0,77.0,38.0,87.0,56.0
87.0,35.0,77.0,38.0,87.0,57.0
87.0,35.0,76.0,37.0,87.0,57.0
87.0,35.0,76.0,37.0,87.0,57.0
87.0,35.0,76.0,37.0,87.0,57.0
87.0,35.0,76.0,37.0,87.0,57.0
87.0,33.0,76.0,37.0,87.0,57.0
87.0,33.0,76.0,37.0,87.0,57.0
87.0,33.0,76.0,37.0,86.0,59.0
87.0,33.0,76.0,35.0,86.0,59.0
87.0,33.0,76.0,35.0,86.0,59.0
87.0,33.0,76.0,35.0,86.0,59.0
86.0,32.0,76.0,35.0,86.0,59.0
86.0,32.0,76.0,35.0,86.0,59.0
86.0,32.0,76.0,35.0,85.0,60.0
86.0,32.0,76.0,35.0,85.0,60.0
86.0,32.0,76.0,35.0,85.0,60.0
86.0,32.0,75.0,34.0,85.0,60.0
85.0,30.0,75.0,34.0,85.0,60.0
85.0,30.0,75.0,34.0,85.0,60.0
85.0,30.0,75.0,34.0,85.0,60.0
85.0,30.0,75.0,34.0,84.0,61.0
85.0,30.0,75.0,34.0,84.0,61.0
85.0,30.0,75.0,34.0,84.0,61.0
84.0,29.0,74.0,33.0,84.0,61.0
84.0,29.0,74.0,33.0,84.0,61.0
84.0,29.0,74.0,33.0,84.0,61.0
84.0,29.0,74.0,33.0,83.0,62.0
84.0,29.0,74.0,33.0,83.0,62.0
84.0,29.0,74.0,33.0,83.0,62.0
84.0,28.0,74.0,33.0,83.0,62.0
84.0,28.0,74.0,32.0,83.0,62.0
84.0,28.0,74.0,32.0,83.0,62.0
84.0,28.0,74.0,32.0,83.0,62.0
84.0,28.0,74.0,32.0,82.0,63.0
84.0,28.0,74.0,32.0,82.0,63.0
83.0,26.0,74.0,32.0,82.0,63.0
83.0,26.0,74.0,32.0,82.0,63.0
83.0,26.0,73.0,30.0,82.0,63.0
83.0,26.0,73.0,30.0,82.0,63.0
83.0,26.0,73.0,30.0,80.0,63.0
83.0,26.0,73.0,30.0,80.0,63.0
82.0,25.0,73.0,30.0,80.0,63.0
82.0,25.0,73.0,30.0,80.0,63.0
82.0,25.0,73.0,30.0,80.0,63.0
82.0,25.0,72.0,29.0,80.0,63.0
82.0,25.0,72.0,29.0,80.0,63.0
82.0,25.0,72.0,29.0,79.0,64.0
81.0,23.0,72.0,29.0,79.0,64.0
81.0,23.0,72.0,29.0,79.0,64.0
81.0,23.0,72.0,29.0,79.0,64.0
81.0,23.0,72.0,29.0,79.0,64.0
81.0,23.0,71.0,28.0,79.0,64.0
81.0,23.0,71.0,28.0,79.0,64.0
80.0,22.0,71.0,28.0,77.0,64.0
80.0,22.0,71.0,28.0,77.0,64.0
80.0,22.0,71.0,28.0,77.0,64.0
80.0,22.0,71.0,28.0,77.0,64.0
80.0,22.0,71.0,28.0,77.0,64.0
80.0,22.0,71.0,28.0,77.0,64.0
79.0,21.0,71.0,27.0,76.0,65.0
79.0,21.0,71.0,27.0,76.0,65.0
79.0,21.0,71.0,27.0,76.0,65.0
79.0,21.0,71.0,27.0,76.0,65.0
79.0,21.0,71.0,27.0,76.0,65.0
79.0,21.0,71.0,27.0,76.0,65.0
78.0,19.0,71.0,27.0,76.0,65.0
78.0,19.0,70.0,26.0,75.0,65.0
78.0,19.0,70.0,26.0,75.0,65.0
78.0,19.0,70.0,26.0,75.0,65.0
78.0,19.0,70.0,26.0,75.0,65.0
78.0,19.0,70.0,26.0,75.0,65.0
78.0,19.0,70.0,26.0,75.0,65.0
78.0,18.0,70.0,26.0,73.0,65.0
78.0,18.0,69.0,25.0,73.0,65.0
78.0,18.0,69.0,25.0,73.0,65.0
78.0,18.0,69.0,25.0,73.0,65.0
78.0,18.0,69.0,25.0,73.0,65.0
77.0,18.0,69.0,25.0,73.0,65.0
77.0,17.0,69.0,25.0,73.0,65.0
77.0,17.0,69.0,25.0,71.0,65.0
77.0,17.0,68.0,23.0,71.0,65.0
77.0,17.0,68.0,23.0,71.0,65.0
77.0,17.0,68.0,23.0,71.0,65.0
76.0,17.0,68.0,23.0,71.0,65.0
76.0,16.0,68.0,23.0,71.0,65.0
76.0,16.0,68.0,23.0,70.0,65.0
76.0,16.0,68.0,23.0,70.0,65.0
76.0,16.0,67.0,22.0,70.0,65.0
76.0,16.0,67.0,22.0,70.0,65.0
75.0,16.0,67.0,22.0,70.0,65.0
75.0,14.0,67.0,22.0,70.0,65.0
75.0,14.0,67.0,22.0,70.0,65.0
75.0,14.0,67.0,22.0,68.0,65.0
75.0,14.0,67.0,22.0,68.0,65.0
75.0,14.0,66.0,21.0,68.0,65.0
75.0,14.0,66.0,21.0,68.0,65.0
73.0,13.0,66.0,21.0,68.0,65.0
73.0,13.0,66.0,21.0,68.0,65.0
73.0,13.0,66.0,21.0,67.0,65.0
73.0,13.0,66.0,21.0,67.0,65.0
73.0,13.0,66.0,21.0,67.0,65.0
73.0,13.0,65.0,20.0,67.0,65.0
72.0,12.0,65.0,20.0,67.0,65.0
72.0,12.0,65.0,20.0,67.0,65.0
72.0,12.0,65.0,20.0,67.0,65.0
72.0,12.0,65.0,20.0,65.0,65.0
72.0,12.0,65.0,20.0,65.0,65.0
72.0,12.0,65.0,20.0,65.0,65.0
71.0,11.0,65.0,19.0,65.0,65.0
71.0,11.0,65.0,19.0,65.0,65.0
71.0,11.0,65.0,19.0,65.0,65.0
71.0,11.0,65.0,19.0,64.0,65.0
71.0,11.0,65.0,19.0,64.0,65.0
71.0,11.0,65.0,19.0,64.0,65.0
71.0,11.0,65.0,19.0,64.0,65.0
70.0,10.0,64.0,18.0,64.0,65.0
70.0,10.0,64.0,18.0,64.0,65.0
70.0,10.0,64.0,18.0,64.0,65.0
70.0,10.0,64.0,18.0,62.0,64.0
70.0,10.0,64.0,18.0,62.0,64.0
70.0,9.0,64.0,18.0,62.0,64.0
69.0,8.0,64.0,18.0,62.0,64.0
69.0,8.0,63.0,17.0,62.0,64.0
69.0,8.0,63.0,17.0,62.0,64.0
69.0,8.0,63.0,17.0,61.0,64.0
69.0,8.0,63.0,17.0,61.0,64.0
69.0,8.0,63.0,17.0,61.0,64.0
68.0,7.0,63.0,17.0,61.0,64.0
68.0,7.0,63.0,17.0,61.0,64.0
68.0,7.0,62.0,16.0,61.0,64.0
68.0,7.0,62.0,16.0,61.0,64.0
68.0,7.0,62.0,16.0,60.0,63.0
68.0,7.0,62.0,16.0,60.0,63.0
67.0,7.0,62.0,16.0,60.0,63.0
66.0,6.0,62.0,16.0,60.0,63.0
66.0,6.0,62.0,16.0,60.0,63.0
66.0,6.0,61.0,15.0,60.0,63.0
66.0,6.0,61.0,15.0,58.0,63.0
66.0,6.0,61.0,15.0,58.0,63.0
66.0,6.0,61.0,15.0,58.0,63.0
65.0,5.0,61.0,15.0,58.0,63.0
65.0,5.0,61.0,15.0,58.0,63.0
65.0,5.0,61.0,15.0,58.0,63.0
65.0,5.0,60.0,15.0,58.0,63.0
65.0,5.0,60.0,15.0,57.0,62.0
65.0,5.0,60.0,15.0,57.0,62.0
65.0,5.0,60.0,15.0,57.0,62.0
63.0,4.0,60.0,15.0,57.0,62.0
63.0,4.0,60.0,15.0,57.0,62.0
63.0,4.0,60.0,15.0,57.0,62.0
63.0,4.0,59.0,14.0,55.0,62.0
63.0,4.0,59.0,14.0,55.0,62.0
63.0,4.0,59.0,14.0,55.0,62.0
62.0,3.0,59.0,14.0,55.0,62.0
62.0,3.0,59.0,14.0,55.0,62.0
62.0,3.0,59.0,14.0,55.0,62.0
62.0,3.0,58.0,13.0,55.0,62.0
62.0,3.0,58.0,13.0,54.0,61.0
62.0,3.0,58.0,13.0,54.0,61.0
62.0,3.0,58.0,13.0,54.0,61.0
60.0,2.0,58.0,13.0,54.0,61.0
60.0,2.0,58.0,13.0,54.0,61.0
60.0,2.0,56.0,12.0,54.0,61.0
60.0,2.0,56.0,12.0,54.0,61.0
60.0,2.0,56.0,12.0,53.0,60.0
60.0,2.0,56.0,12.0,53.0,60.0
60.0,2.0,56.0,12.0,53.0,60.0
59.0,2.0,56.0,12.0,53.0,60.0
59.0,2.0,56.0,12.0,53.0,60.0
59.0,2.0,55.0,12.0,53.0,60.0
59.0,2.0,55.0,12.0,52.0,59.0
59.0,2.0,55.0,12.0,52.0,59.0
59.0,2.0,55.0,12.0,52.0,59.0
58.0,1.0,55.0,12.0,52.0,59.0
58.0,1.0,55.0,12.0,52.0,59.0
57.0,1.0,54.0,11.0,52.0,59.0
57.0,1.0,54.0,11.0,52.0,59.0
57.0,1.0,54.0,11.0,51.0,58.0
57.0,1.0,54.0,11.0,51.0,58.0
57.0,1.0,54.0,11.0,51.0,58.0
57.0,1.0,54.0,11.0,51.0,58.0
56.0,1.0,54.0,11.0,51.0,58.0
56.0,1.0,54.0,11.0,51.0,58.0
55.0,0.0,54.0,11.0,50.0,56.0
55.0,0.0,54.0,11.0,50.0,56.0
55.0,0.0,53.0,11.0,50.0,56.0
55.0,0.0,53.0,11.0,50.0,56.0
55.0,0.0,53.0,11.0,50.0,56.0
55.0,0.0,53.0,11.0,50.0,56.0
54.0,0.0,53.0,11.0,50.0,56.0
53.0,0.0,52.0,11.0,50.0,55.0
53.0,0.0,52.0,11.0,50.0,55.0
53.0,0.0,52.0,11.0,50.0,55.0
53.0,0.0,52.0,11.0,50.0,55.0
53.0,0.0,52.0,11.0,50.0,55.0
53.0,0.0,51.0,11.0,50.0,55.0
52.0,0.0,51.0,11.0,49.0,54.0
52.0,0.0,51.0,11.0,49.0,54.0
51.0,0.0,51.0,11.0,49.0,54.0
51.0,0.0,51.0,11.0,49.0,54.0
51.0,0.0,50.0,11.0,49.0,54.0
51.0,0.0,50.0,11.0,49.0,54.0
51.0,0.0,50.0,11.0,49.0,54.0
51.0,0.0,50.0,11.0,48.0,52.0
50.0,0.0,50.0,11.0,48.0,52.0
49.0,0.0,49.0,11.0,48.0,52.0
49.0,0.0,49.0,11.0,48.0,52.0
49.0,0.0,49.0,11.0,48.0,52.0
49.0,0.0,49.0,11.0,48.0,52.0
49.0,0.0,49.0,11.0,48.0,51.0
49.0,0.0,48.0,11.0,48.0,51.0
48.0,0.0,48.0,11.0,48.0,51.0
48.0,0.0,48.0,11.0,48.0,51.0
47.0,0.0,48.0,11.0,48.0,51.0
47.0,0.0,48.0,11.0,48.0,51.0
47.0,0.0,47.0,11.0,48.0,51.0
47.0,0.0,47.0,11.0,47.0,49.0
47.0,0.0,47.0,11.0,47.0,49.0
47.0,0.0,47.0,11.0,47.0,49.0
46.0,0.0,47.0,11.0,47.0,49.0
46.0,0.0,46.0,12.0,47.0,49.0
45.0,1.0,46.0,12.0,47.0,49.0
45.0,1.0,46.0,12.0,47.0,48.0
45.0,1.0,46.0,12.0,47.0,48.0
45.0,1.0,46.0,12.0,47.0,48.0
45.0,1.0,45.0,12.0,47.0,48.0
45.0,1.0,45.0,12.0,47.0,48.0
44.0,1.0,45.0,12.0,47.0,48.0
44.0,1.0,45.0,12.0,47.0,48.0
43.0,2.0,45.0,12.0,46.0,47.0
43.0,2.0,44.0,13.0,46.0,47.0
43.0,2.0,44.0,13.0,46.0,47.0
43.0,2.0,44.0,13.0,46.0,47.0
43.0,2.0,44.0,13.0,46.0,47.0
42.0,2.0,44.0,14.0,46.0,47.0
42.0,2.0,44.0,14.0,45.0,45.0
41.0,2.0,44.0,14.0,45.0,45.0
41.0,2.0,44.0,14.0,45.0,45.0
41.0,2.0,44.0,14.0,45.0,45.0
41.0,2.0,43.0,14.0,45.0,45.0
41.0,2.0,43.0,14.0,45.0,45.0
41.0,2.0,43.0,14.0,45.0,45.0
41.0,3.0,43.0,14.0,44.0,44.0
41.0,3.0,43.0,14.0,44.0,44.0
39.0,3.0,42.0,15.0,44.0,44.0
39.0,3.0,42.0,15.0,44.0,44.0
39.0,3.0,42.0,15.0,44.0,44.0
39.0,3.0,42.0,15.0,44.0,44.0
39.0,3.0,42.0,15.0,43.0,44.0
39.0,3.0,42.0,15.0,43.0,44.0
39.0,4.0,42.0,15.0,43.0,44.0
39.0,4.0,42.0,16.0,43.0,44.0
38.0,5.0,41.0,17.0,43.0,44.0
38.0,5.0,41.0,17.0,43.0,44.0
38.0,5.0,41.0,17.0,43.0,44.0
38.0,5.0,41.0,17.0,41.0,43.0
38.0,5.0,41.0,17.0,41.0,43.0
38.0,5.0,41.0,17.0,41.0,43.0
37.0,5.0,41.0,17.0,41.0,43.0
37.0,5.0,41.0,17.0,41.0,43.0
36.0,6.0,41.0,17.0,41.0,43.0
36.0,6.0,41.0,17.0,41.0,43.0
36.0,6.0,41.0,17.0,40.0,43.0
36.0,6.0,40.0,18.0,40.0,43.0
36.0,6.0,40.0,18.0,40.0,43.0
36.0,6.0,40.0,18.0,40.0,43.0
36.0,7.0,40.0,18.0,40.0,43.0
36.0,7.0,40.0,18.0,40.0,43.0
35.0,8.0,40.0,18.0,38.0,42.0
35.0,8.0,40.0,18.0,38.0,42.0
35.0,8.0,39.0,19.0,38.0,42.0
35.0,8.0,39.0,19.0,38.0,42.0
35.0,8.0,39.0,19.0,38.0,42.0
34.0,8.0,39.0,19.0,38.0,42.0
34.0,8.0,38.0,20.0,38.0,42.0
34.0,9.0,38.0,20.0,37.0,42.0
34.0,9.0,38.0,20.0,37.0,42.0
34.0,9.0,38.0,20.0,37.0,42.0
34.0,9.0,38.0,20.0,37.0,42.0
34.0,9.0,38.0,20.0,37.0,42.0
33.0,10.0,38.0,20.0,37.0,42.0
33.0,10.0,38.0,20.0,35.0,42.0
33.0,10.0,38.0,20.0,35.0,42.0
33.0,10.0,38.0,20.0,35.0,42.0
32.0,11.0,37.0,20.0,35.0,42.0
32.0,11.0,37.0,20.0,35.0,42.0
32.0,11.0,36.0,21.0,35.0,42.0
32.0,11.0,36.0,21.0,35.0,42.0
32.0,11.0,36.0,21.0,34.0,42.0
32.0,11.0,36.0,21.0,34.0,42.0
31.0,11.0,36.0,21.0,34.0,42.0
31.0,11.0,36.0,21.0,34.0,42.0
31.0,11.0,36.0,21.0,34.0,42.0
31.0,11.0,36.0,21.0,34.0,42.0
31.0,11.0,35.0,21.0,32.0,42.0
30.0,12.0,35.0,21.0,32.0,42.0
30.0,12.0,35.0,21.0,32.0,42.0
29.0,12.0,35.0,21.0,32.0,42.0
29.0,12.0,35.0,21.0,32.0,42.0
29.0,12.0,34.0,22.0,32.0,42.0
29.0,12.0,34.0,22.0,32.0,42.0
28.0,11.0,34.0,22.0,31.0,42.0
28.0,11.0,34.0,22.0,31.0,42.0
28.0,11.0,34.0,22.0,31.0,42.0
28.0,11.0,34.0,22.0,31.0,42.0
27.0,11.0,34.0,22.0,31.0,42.0
27.0,11.0,33.0,22.0,31.0,42.0
27.0,11.0,33.0,22.0,29.0,43.0
27.0,11.0,33.0,22.0,29.0,43.0
27.0,11.0,33.0,22.0,29.0,43.0
25.0,11.0,33.0,22.0,29.0,43.0
25.0,11.0,31.0,22.0,29.0,43.0
25.0,11.0,31.0,22.0,29.0,43.0
25.0,11.0,31.0,22.0,29.0,43.0
25.0,11.0,31.0,22.0,28.0,43.0
24.0,11.0,31.0,22.0,28.0,43.0
24.0,11.0,31.0,22.0,28.0,43.0
24.0,11.0,31.0,22.0,28.0,43.0
24.0,11.0,31.0,22.0,28.0,43.0
24.0,11.0,31.0,22.0,28.0,43.0
24.0,11.0,31.0,22.0,27.0,44.0
22.0,11.0,31.0,22.0,27.0,44.0
22.0,11.0,29.0,22.0,27.0,44.0
22.0,11.0,29.0,22.0,27.0,44.0
22.0,11.0,29.0,22.0,27.0,44.0
22.0,11.0,29.0,22.0,27.0,44.0
22.0,11.0,29.0,22.0,27.0,44.0
21.0,10.0,29.0,22.0,25.0,45.0
21.0,10.0,29.0,22.0,25.0,45.0
21.0,10.0,28.0,22.0,25.0,45.0
21.0,10.0,28.0,22.0,25.0,45.0
21.0,10.0,28.0,22.0,25.0,45.0
21.0,10.0,27.0,22.0,25.0,45.0
20.0,10.0,27.0,22.0,24.0,45.0
19.0,10.0,27.0,22.0,24.0,45.0
19.0,10.0,27.0,22.0,24.0,45.0
19.0,10.0,27.0,22.0,24.0,45.0
19.0,10.0,27.0,22.0,24.0,45.0
19.0,10.0,27.0,22.0,24.0,45.0
19.0,10.0,27.0,22.0,24.0,45.0
18.0,10.0,27.0,22.0,23.0,46.0
17.0,10.0,27.0,22.0,23.0,46.0
17.0,10.0,25.0,22.0,23.0,46.0
17.0,10.0,25.0,22.0,23.0,46.0
17.0,10.0,25.0,22.0,23.0,46.0
17.0,10.0,25.0,22.0,23.0,46.0
17.0,10.0,25.0,22.0,21.0,46.0
16.0,10.0,25.0,22.0,21.0,46.0
16.0,10.0,25.0,22.0,21.0,46.0
16.0,10.0,25.0,22.0,21.0,46.0
15.0,10.0,24.0,22.0,21.0,46.0
15.0,10.0,24.0,22.0,21.0,46.0
15.0,10.0,24.0,22.0,21.0,46.0
15.0,10.0,24.0,22.0,20.0,46.0
15.0,10.0,24.0,22.0,20.0,46.0
14.0,10.0,24.0,22.0,20.0,46.0
14.0,10.0,24.0,22.0,20.0,46.0
14.0,11.0,22.0,21.0,20.0,46.0
14.0,11.0,22.0,21.0,20.0,46.0
12.0,11.0,22.0,21.0,18.0,46.0
12.0,11.0,22.0,21.0,18.0,46.0
12.0,11.0,22.0,21.0,18.0,46.0
12.0,11.0,22.0,21.0,18.0,46.0
12.0,11.0,22.0,21.0,18.0,46.0
12.0,11.0,22.0,21.0,18.0,46.0
12.0,11.0,21.0,21.0,18.0,46.0
12.0,11.0,21.0,21.0,17.0,46.0
11.0,11.0,21.0,21.0,17.0,46.0
11.0,11.0,21.0,21.0,17.0,46.0
10.0,12.0,21.0,21.0,17.0,46.0
10.0,12.0,21.0,21.0,17.0,46.0
10.0,12.0,21.0,21.0,17.0,46.0
10.0,12.0,19.0,21.0,17.0,46.0
10.0,12.0,19.0,21.0,15.0,46.0
10.0,12.0,19.0,21.0,15.0,46.0
10.0,12.0,19.0,21.0,15.0,46.0
9.0,13.0,19.0,21.0,15.0,46.0
9.0,13.0,19.0,21.0,15.0,46.0
8.0,14.0,19.0,21.0,15.0,46.0
8.0,14.0,18.0,21.0,14.0,46.0
8.0,14.0,18.0,21.0,14.0,46.0
8.0,14.0,18.0,21.0,14.0,46.0
8.0,14.0,18.0,21.0,14.0,46.0
8.0,14.0,18.0,21.0,14.0,46.0
8.0,14.0,18.0,21.0,14.0,46.0
8.0,14.0,17.0,21.0,14.0,46.0
7.0,14.0,17.0,21.0,12.0,45.0
6.0,16.0,17.0,21.0,12.0,45.0
6.0,16.0,17.0,21.0,12.0,45.0
6.0,16.0,17.0,21.0,12.0,45.0
6.0,16.0,17.0,21.0,12.0,45.0
6.0,16.0,17.0,21.0,12.0,45.0
6.0,16.0,17.0,21.0,11.0,44.0
6.0,16.0,16.0,21.0,11.0,44.0
6.0,16.0,16.0,21.0,11.0,44.0
6.0,16.0,16.0,21.0,11.0,44.0
5.0,17.0,16.0,21.0,11.0,44.0
5.0,17.0,16.0,21.0,11.0,44.0
5.0,17.0,15.0,22.0,11.0,44.0
5.0,17.0,15.0,22.0,10.0,43.0
5.0,17.0,15.0,22.0,10.0,43.0
5.0,18.0,15.0,22.0,10.0,43.0
5.0,18.0,15.0,22.0,10.0,43.0
4.0,19.0,15.0,22.0,10.0,43.0
4.0,19.0,14.0,23.0,10.0,43.0
4.0,19.0,14.0,23.0,9.0,42.0
4.0,19.0,14.0,23.0,9.0,42.0
4.0,19.0,14.0,23.0,9.0,42.0
4.0,19.0,14.0,23.0,9.0,42.0
4.0,20.0,14.0,24.0,9.0,42.0
4.0,20.0,14.0,24.0,9.0,42.0
4.0,21.0,14.0,24.0,9.0,42.0
4.0,21.0,14.0,24.0,8.0,41.0
4.0,21.0,14.0,24.0,8.0,41.0
4.0,21.0,13.0,25.0,8.0,41.0
4.0,21.0,13.0,25.0,8.0,41.0
3.0,21.0,13.0,25.0,8.0,41.0
3.0,21.0,13.0,25.0,8.0,41.0
3.0,23.0,13.0,25.0,7.0,39.0
3.0,23.0,13.0,26.0,7.0,39.0
3.0,23.0,13.0,26.0,7.0,39.0
3.0,23.0,13.0,26.0,7.0,39.0
3.0,23.0,13.0,26.0,7.0,39.0
3.0,23.0,13.0,26.0,7.0,39.0
3.0,23.0,13.0,26.0,7.0,39.0
2.0,24.0,13.0,27.0,7.0,38.0
2.0,24.0,13.0,27.0,7.0,38.0
2.0,24.0,13.0,27.0,7.0,38.0
2.0,24.0,13.0,27.0,7.0,38.0
2.0,24.0,13.0,27.0,7.0,38.0
2.0,25.0,13.0,27.0,7.0,38.0
2.0,26.0,13.0,27.0,7.0,36.0
2.0,26.0,12.0,28.0,7.0,36.0
2.0,26.0,12.0,28.0,7.0,36.0
2.0,26.0,12.0,28.0,7.0,36.0
2.0,26.0,12.0,28.0,7.0,36.0
2.0,26.0,12.0,28.0,7.0,36.0
2.0,26.0,12.0,28.0,7.0,36.0
2.0,28.0,12.0,30.0,7.0,35.0
2.0,28.0,12.0,30.0,7.0,35.0
2.0,28.0,12.0,30.0,7.0,35.0
2.0,28.0,12.0,30.0,7.0,35.0
2.0,28.0,12.0,30.0,7.0,35.0
2.0,28.0,12.0,30.0,7.0,35.0
1.0,30.0,12.0,30.0,7.0,33.0
1.0,30.0,12.0,31.0,7.0,33.0
1.0,30.0,12.0,31.0,7.0,33.0
1.0,30.0,12.0,31.0,7.0,33.0
1.0,30.0,12.0,31.0,7.0,33.0
1.0,30.0,12.0,31.0,7.0,33.0
1.0,30.0,12.0,31.0,7.0,33.0
1.0,31.0,12.0,32.0,7.0,32.0
1.0,31.0,12.0,32.0,7.0,32.0
1.0,31.0,12.0,32.0,7.0,32.0
1.0,31.0,12.0,32.0,7.0,32.0
1.0,31.0,12.0,32.0,7.0,32.0
1.0,32.0,12.0,32.0,7.0,32.0
1.0,32.0,12.0,32.0,7.0,32.0
